"Account","Flag","Date","Payee","Category Group/Category","Category Group","Category","Memo","Outflow","Inflow","Cleared"
"Everyday Checking (TG)","","22-07-2026","Transfer : WS Joint Checking account 2","","","","",0.00$,600.00$,"Reconciled"
"Everyday Checking (TG)","","21-07-2026","Cheque Withdrawal - 039","Cumulative: Gifts","Cumulative","Gifts","birthday gift for Peyton",105.00$,0.00$,"Reconciled"
"Credit Card (TG)","","21-07-2026","YOGA MAMAS NORTH VANCOUV BC","Tax Deductible: Medical","Tax Deductible","Medical","",105.00$,0.00$,"Reconciled"
"BBC Visa","","21-07-2026","BBC Income","Inflow: Ready to Assign","Inflow","Ready to Assign","Grammarly",103.87$,0.00$,"Reconciled"
"Viv's Credit Card (TG)","","21-07-2026","TST-Bettys East Toronto ON","Cumulative: Eating Out","Cumulative","Eating Out","Rewards earned: 0.27 ~ Category: Restaurant",53.33$,0.00$,"Uncleared"
"BBC Visa","","21-07-2026","BBC Income","Tax Deductible: Koala Budget","Tax Deductible","Koala Budget","Claude",28.00$,0.00$,"Reconciled"
"Viv's Paycheck (TD)","","21-07-2026","Viv EI","Inflow: Ready to Assign","Inflow","Ready to Assign","EMPL INS         EI",0.00$,852.00$,"Reconciled"
"Viv's Paycheck (TD)","","20-07-2026","CCB","Inflow: Ready to Assign","Inflow","Ready to Assign","CANADA           FPT",0.00$,821.28$,"Reconciled"
"Viv's Credit Card (TG)","","18-07-2026","PRESTO AUTO/S8S9DPMH5F TORONTO O","Cumulative: Public Transportation","Cumulative","Public Transportation","Rewards earned: 0.10 ~ Category: Parking",20.00$,0.00$,"Uncleared"
"Reconcile account","","17-07-2026","Transfer : Tim's Pension","Savings: Retirement","Savings","Retirement","Pension transfer",336.92$,0.00$,"Uncleared"
"Credit Card (TG)","","17-07-2026","Amazon","Cumulative: Progeny","Cumulative","Progeny","wipes",57.21$,0.00$,"Reconciled"
"BBC Visa","","17-07-2026","BBC Income","Inflow: Ready to Assign","Inflow","Ready to Assign","Dext",39.50$,0.00$,"Reconciled"
"Credit Card (TG)","","17-07-2026","Amazon","Cumulative: Progeny","Cumulative","Progeny","diapers & socks",36.75$,0.00$,"Reconciled"
"Credit Card (TG)","","17-07-2026","Amazon","Cumulative: Progeny","Cumulative","Progeny","diapers and socks",36.72$,0.00$,"Reconciled"
"Tim's Pension","","17-07-2026","Transfer : Reconcile account","","","","Pension transfer",0.00$,336.92$,"Uncleared"
"Reconcile account","","17-07-2026","Timmy's Pension","Inflow: Ready to Assign","Inflow","Ready to Assign","Pension Payment",0.00$,336.92$,"Uncleared"
"WS Credit Card","","16-07-2026","Oxio Ca","Monthly: Internet","Monthly","Internet","",89.27$,0.00$,"Reconciled"
"WS Joint Checking account 2","","16-07-2026","World Vision","Tax Deductible: God's Money","Tax Deductible","God's Money","",88.00$,0.00$,"Reconciled"
"WS Credit Card","","16-07-2026","Fido","Monthly: Cellphone","Monthly","Cellphone","",45.20$,0.00$,"Reconciled"
"WS Credit Card","","16-07-2026","Sobeys","Monthly: Groceries","Monthly","Groceries","",31.63$,0.00$,"Reconciled"
"WS Credit Card","","16-07-2026","PRESTO COXWELL","Cumulative: Public Transportation","Cumulative","Public Transportation","",3.30$,0.00$,"Reconciled"
"WS Joint Checking account 2","","15-07-2026","World Vision","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,2003.59$,"Reconciled"
"Cash","","14-07-2026","","Cumulative: Fun, Dates & Hobbies","Cumulative","Fun, Dates & Hobbies","supplies for birthday banner",20.00$,0.00$,"Cleared"
"WS Joint Checking account 2","","13-07-2026","Transfer : Viv's TFSA","Savings: House","Savings","House","",56.00$,0.00$,"Reconciled"
"WS Joint Checking account 2","","13-07-2026","Transfer : Timmy's TFSA","Savings: House","Savings","House","",26.00$,0.00$,"Reconciled"
"Timmy's TFSA","","13-07-2026","Transfer : WS Joint Checking account 2","","","","",0.00$,26.00$,"Cleared"
"Viv's TFSA","","13-07-2026","Transfer : WS Joint Checking account 2","","","","",0.00$,56.00$,"Uncleared"
"WS Credit Card","","12-07-2026","Amazon","Cumulative: Home Improvement","Cumulative","Home Improvement","org containers",101.69$,0.00$,"Reconciled"
"WS Credit Card","","12-07-2026","Amazon","Cumulative: Home Improvement","Cumulative","Home Improvement","org containers",101.69$,0.00$,"Reconciled"
"WS Credit Card","","12-07-2026","Amazon","Cumulative: Home Improvement","Cumulative","Home Improvement","org containers",79.09$,0.00$,"Reconciled"
"WS Credit Card","","12-07-2026","Canada Helps","Tax Deductible: God's Money","Tax Deductible","God's Money","",50.00$,0.00$,"Reconciled"
"Everyday Checking (TG)","","11-07-2026","Transfer : Credit Card (TG)","","","","",1102.47$,0.00$,"Reconciled"
"CC Rewards (TG)","","11-07-2026","Transfer : Everyday Checking (TG)","","","","Completed transfer from Tangerine SAV account 3031100000 ~ Internet Deposit",23.59$,0.00$,"Reconciled"
"Everyday Checking (TG)","","11-07-2026","Transfer : CC Rewards (TG)","","","","Completed transfer from Tangerine SAV account 3031100000 ~ Internet Deposit",0.00$,23.59$,"Reconciled"
"Credit Card (TG)","","11-07-2026","Transfer : Everyday Checking (TG)","","","","",0.00$,1102.47$,"Reconciled"
"BBC Chequing","","10-07-2026","BBC Income","Inflow: Ready to Assign","Inflow","Ready to Assign","HST",678.62$,0.00$,"Reconciled"
"WS Credit Card","","10-07-2026","No Frills","Monthly: Groceries","Monthly","Groceries","",150.82$,0.00$,"Reconciled"
"WS Joint Checking account 2","","10-07-2026","Transfer : Timmy's TFSA","Savings: House","Savings","House","cleaned the garbage bins",60.00$,0.00$,"Reconciled"
"Everyday Checking (TG)","","10-07-2026","Transfer : Viv's Credit Card (TG)","","","","To TANGERINE CCRD",49.20$,0.00$,"Reconciled"
"WS Credit Card","","10-07-2026","Amazon","Cumulative: Progeny","Cumulative","Progeny","diaper liners",37.28$,0.00$,"Reconciled"
"Viv's Credit Card (TG)","","10-07-2026","Credit Card Rewards Redemption","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,13.32$,"Reconciled"
"Viv's Credit Card (TG)","","10-07-2026","Transfer : Everyday Checking (TG)","","","","To TANGERINE CCRD",0.00$,49.20$,"Reconciled"
"Timmy's TFSA","","10-07-2026","Transfer : WS Joint Checking account 2","","","","cleaned the garbage bins",0.00$,60.00$,"Cleared"
"WS Joint Checking account 2","","09-07-2026","Transfer : Everyday Checking (TG)","","","","",1200.00$,0.00$,"Reconciled"
"Credit Card (TG)","","09-07-2026","Car Insurance","Cumulative: Car","Cumulative","Car","",188.32$,0.00$,"Reconciled"
"WS Credit Card","","09-07-2026","Poured Coffee","Cumulative: Weddings","Cumulative","Weddings","gift for Julia and Jackson",61.02$,0.00$,"Reconciled"
"Everyday Checking (TG)","","09-07-2026","Transfer : WS Joint Checking account 2","","","","",0.00$,1200.00$,"Reconciled"
"WS Credit Card","","08-07-2026","Value Village","Cumulative: Home Improvement","Cumulative","Home Improvement","",23.71$,0.00$,"Reconciled"
"Amroth Equity","","08-07-2026","","","","","Mortgage Principal Payment",0.00$,1060.15$,"Reconciled"
"Reconcile account","","07-07-2026","Transfer : Viv's Paycheck (TD)","","","","refund from doulas on bikes",300.00$,0.00$,"Uncleared"
"WS Joint Checking account 2","","07-07-2026","Blue seed","Monthly: Groceries","Monthly","Groceries","",34.50$,0.00$,"Reconciled"
"Viv's Paycheck (TD)","","07-07-2026","Transfer : Reconcile account","","","","refund from doulas on bikes",0.00$,300.00$,"Reconciled"
"Viv's Paycheck (TD)","","07-07-2026","Viv EI","Inflow: Ready to Assign","Inflow","Ready to Assign","EMPL INS         EI",0.00$,852.00$,"Reconciled"
"WS Credit Card","","05-07-2026","Canada Helps","Tax Deductible: God's Money","Tax Deductible","God's Money","",100.00$,0.00$,"Reconciled"
"WS Credit Card","","05-07-2026","Canada Helps","Tax Deductible: God's Money","Tax Deductible","God's Money","",100.00$,0.00$,"Reconciled"
"WS Credit Card","","05-07-2026","Toronto East Home Hard","Cumulative: Home Improvement","Cumulative","Home Improvement","hose?",67.75$,0.00$,"Reconciled"
"WS Credit Card","","04-07-2026","Amazon","Cumulative: Vivian's Choice","Cumulative","Vivian's Choice","Split (1/2) Label maker",67.80$,0.00$,"Reconciled"
"WS Credit Card","","04-07-2026","Amazon","Cumulative: Miscellaneous","Cumulative","Miscellaneous","Split (2/2) T's soap",9.52$,0.00$,"Reconciled"
"Viv's Credit Card (TG)","","04-07-2026","SHOPPERS DRUG MART #05 TORONTO O","Cumulative: Health & Pharmacy","Cumulative","Health & Pharmacy","Rewards earned: 0.86 ~ Category: Drug Store",42.89$,0.00$,"Reconciled"
"BBC Chequing","","03-07-2026","Transfer : BBC Visa","","","","",497.71$,0.00$,"Reconciled"
"WS Joint Checking account 2","","03-07-2026","Victoria Educat","Monthly: Daycare","Monthly","Daycare","",478.50$,0.00$,"Reconciled"
"Reconcile account","","03-07-2026","Transfer : Tim's Pension","Savings: Retirement","Savings","Retirement","Pension transfer",336.92$,0.00$,"Uncleared"
"WS Credit Card","","03-07-2026","Canada Helps","Tax Deductible: God's Money","Tax Deductible","God's Money","",150.00$,0.00$,"Reconciled"
"Everyday Checking (TG)","","03-07-2026","EFT Withdrawal to EMP LIFE","Monthly: Life Insurance","Monthly","Life Insurance","To EMP LIFE",48.83$,0.00$,"Reconciled"
"WS Credit Card","","03-07-2026","Vm","Cumulative: Health & Pharmacy","Cumulative","Health & Pharmacy","",17.99$,0.00$,"Reconciled"
"BBC Chequing","","03-07-2026","BBC Income","Inflow: Ready to Assign","Inflow","Ready to Assign","fees",2.05$,0.00$,"Reconciled"
"Tim's Pension","","03-07-2026","Transfer : Reconcile account","","","","Pension transfer",0.00$,336.92$,"Uncleared"
"Reconcile account","","03-07-2026","Timmy's Pension","Inflow: Ready to Assign","Inflow","Ready to Assign","Pension Payment",0.00$,336.92$,"Uncleared"
"BBC Visa","","03-07-2026","Transfer : BBC Chequing","","","","",0.00$,497.71$,"Reconciled"
"WS Joint Checking account 2","","02-07-2026","Transfer : Timmy's TFSA","Savings: House","Savings","House","",502.00$,0.00$,"Reconciled"
"Viv's Paycheck (TD)","","02-07-2026","","Savings: House","Savings","House","Amroth principal payment",500.00$,0.00$,"Reconciled"
"WS Joint Checking account 2","","02-07-2026","Transfer : Viv's TFSA","Savings: House","Savings","House","",500.00$,0.00$,"Reconciled"
"BBC Visa","","02-07-2026","BBC Income","Inflow: Ready to Assign","Inflow","Ready to Assign","CBSA",177.43$,0.00$,"Reconciled"
"Everyday Checking (TG)","","02-07-2026","EFT Withdrawal to INTER-VARSITY","Tax Deductible: God's Money","Tax Deductible","God's Money","To INTER-VARSITY",50.00$,0.00$,"Reconciled"
"Viv's Credit Card (TG)","","02-07-2026","ONCE UPON A CHILD TORONTO ON","Cumulative: Progeny","Cumulative","Progeny","Rewards earned: 0.10 ~ Category: Other",20.43$,0.00$,"Reconciled"
"WS Credit Card","","02-07-2026","Dollarama","Tax Deductible: Vivian's Work","Tax Deductible","Vivian's Work","",9.04$,0.00$,"Reconciled"
"BBC Visa","","02-07-2026","BBC Income","Inflow: Ready to Assign","Inflow","Ready to Assign","AWS",0.80$,0.00$,"Reconciled"
"BBC Chequing","","02-07-2026","BBC Income","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,62.15$,"Reconciled"
"Viv's TFSA","","02-07-2026","Transfer : WS Joint Checking account 2","","","","",0.00$,500.00$,"Uncleared"
"Timmy's TFSA","","02-07-2026","Transfer : WS Joint Checking account 2","","","","",0.00$,502.00$,"Cleared"
"BBC Chequing","","02-07-2026","BBC Income","Inflow: Ready to Assign","Inflow","Ready to Assign","ASD",0.00$,577.55$,"Reconciled"
"WS Joint Checking","","01-07-2026","Transfer : WS Joint Checking account 2","","","","",14282.55$,0.00$,"Reconciled"
"Viv's Paycheck (TD)","","01-07-2026","HJ271 TFR-TO 6466454","Monthly: Amroth House","Monthly","Amroth House","",3759.81$,0.00$,"Reconciled"
"Viv's Credit Card (TG)","","01-07-2026","CLR*CAMP KOINONIA SEGUIN ON","Cumulative: Travel","Cumulative","Travel","Rewards earned: 3.93 ~ Category: Other",786.50$,0.00$,"Reconciled"
"BBC Visa","","01-07-2026","BBC Income","Inflow: Ready to Assign","Inflow","Ready to Assign","QBO",221.60$,0.00$,"Reconciled"
"BBC Visa","","01-07-2026","BBC Income","Inflow: Ready to Assign","Inflow","Ready to Assign","Google workspace",22.00$,0.00$,"Reconciled"
"Viv's Credit Card (TG)","","01-07-2026","Value Village","Cumulative: Home Improvement","Cumulative","Home Improvement","",16.70$,0.00$,"Reconciled"
"BBC Visa","","01-07-2026","BBC Income","Inflow: Ready to Assign","Inflow","Ready to Assign","Digital Ocean",1.65$,0.00$,"Reconciled"
"WS Joint Checking account 2","","01-07-2026","Interest","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,17.61$,"Reconciled"
"WS Joint Checking account 2","","01-07-2026","Transfer : WS Joint Checking","","","","",0.00$,14282.55$,"Reconciled"
"Reconcile account","","30-06-2026","Transfer : Viv's Pension","Savings: Retirement","Savings","Retirement","Pension Transfer",291.75$,0.00$,"Uncleared"
"WS Credit Card","","30-06-2026","Canada Helps","Tax Deductible: God's Money","Tax Deductible","God's Money","Donations",30.00$,0.00$,"Reconciled"
"Viv's Paycheck (TD)","","30-06-2026","MONTHLY ACCOUNT FEE","Cumulative: Fees","Cumulative","Fees","",11.95$,0.00$,"Reconciled"
"Everyday Checking (TG)","","30-06-2026","Interest","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,0.02$,"Reconciled"
"Viv's Paycheck (TD)","","30-06-2026","ACCT BAL REBATE","Cumulative: Fees","Cumulative","Fees","",0.00$,11.95$,"Reconciled"
"CC Rewards (TG)","","30-06-2026","Credit Card Rewards Redemption","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,23.60$,"Reconciled"
"Reconcile account","","30-06-2026","Vivian Pension","Inflow: Ready to Assign","Inflow","Ready to Assign","Pension Payment",0.00$,291.75$,"Uncleared"
"Viv's Pension","","30-06-2026","Transfer : Reconcile account","","","","Pension Transfer",0.00$,291.75$,"Uncleared"
"WS Joint Checking","","30-06-2026","World Vision","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,2003.59$,"Reconciled"
"Viv's Paycheck (TD)","","30-06-2026","CHURCH OF THE R PAY","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,2055.40$,"Reconciled"
"WS Credit Card","","29-06-2026","Nofrills Rocca's #3931","Monthly: Groceries","Monthly","Groceries","Groceries",138.14$,0.00$,"Reconciled"
"WS Credit Card","","29-06-2026","The Big Carrot","Cumulative: Health & Pharmacy","Cumulative","Health & Pharmacy","T's Zinc",27.01$,0.00$,"Reconciled"
"BBC Visa","","29-06-2026","BBC Income","Inflow: Ready to Assign","Inflow","Ready to Assign","CUSTOMER AWARD TORONTO, ON",0.00$,20.00$,"Reconciled"
"Everyday Checking (TG)","","29-06-2026","Gifts","Cumulative: Eating Out","Cumulative","Eating Out","From Vicky Merrick",0.00$,75.00$,"Reconciled"
"BBC Chequing","","28-06-2026","BBC Income","Inflow: Ready to Assign","Inflow","Ready to Assign","INTEREST",0.00$,0.01$,"Reconciled"
"WS Joint Checking","","27-06-2026","Interest","Inflow: Ready to Assign","Inflow","Ready to Assign","Bonus",0.00$,8.00$,"Reconciled"
"WS Joint Checking","","26-06-2026","Transfer : RESP","Savings: RESP","Savings","RESP","",60.00$,0.00$,"Reconciled"
"WS Credit Card","","26-06-2026","Dollarama # 764","Cumulative: Fun, Dates & Hobbies","Cumulative","Fun, Dates & Hobbies","Other shopping",1.70$,0.00$,"Reconciled"
"RESP","","26-06-2026","Transfer : WS Joint Checking","","","","",0.00$,60.00$,"Uncleared"
"WS Joint Checking","","25-06-2026","Transfer : WS Credit Card","","","","",1356.52$,0.00$,"Reconciled"
"Viv's Credit Card (TG)","","25-06-2026","La Vie En Rose","Cumulative: Vivian's Choice","Cumulative","Vivian's Choice","Rewards earned: 0.35 ~ Category: Other",70.29$,0.00$,"Reconciled"
"WS Credit Card","","25-06-2026","Canada Helps","Tax Deductible: God's Money","Tax Deductible","God's Money","Donations",60.00$,0.00$,"Reconciled"
"WS Credit Card","","25-06-2026","Canada Helps","Tax Deductible: God's Money","Tax Deductible","God's Money","Donations",50.00$,0.00$,"Reconciled"
"WS Credit Card","","25-06-2026","Shoppers Drug Mart #05","Monthly: Groceries","Monthly","Groceries","Medical",22.46$,0.00$,"Reconciled"
"WS Credit Card","","25-06-2026","Shoppers Drug Mart #05","Cumulative: Health & Pharmacy","Cumulative","Health & Pharmacy","Medical",2.00$,0.00$,"Reconciled"
"WS Credit Card","","25-06-2026","Transfer : WS Joint Checking","","","","",0.00$,1356.52$,"Reconciled"
"Viv's Credit Card (TG)","","24-06-2026","La Vie En Rose","Cumulative: Vivian's Choice","Cumulative","Vivian's Choice","Rewards earned: 0.51 ~ Category: Other",101.29$,0.00$,"Reconciled"
"BBC Visa","","23-06-2026","BBC Income","Tax Deductible: Koala Budget","Tax Deductible","Koala Budget","ANTHROPIC* CLAUDE SUB ANTHROPIC.COM, CA",28.00$,0.00$,"Reconciled"
"WS Credit Card","","22-06-2026","Vm 7975","Monthly: Groceries","Monthly","Groceries","Groceries",58.01$,0.00$,"Reconciled"
"WS Credit Card","","22-06-2026","Moberly Natural Foods","Monthly: Groceries","Monthly","Groceries","Groceries",25.76$,0.00$,"Reconciled"
"Viv's Credit Card (TG)","","22-06-2026","MPBSDPBIRTHCERT THUNDER BAY ON","Cumulative: Progeny","Cumulative","Progeny","birth certificate",25.00$,0.00$,"Reconciled"
"WS Credit Card","","22-06-2026","Poured Coffee","Cumulative: Miscellaneous","Cumulative","Miscellaneous","Coffee",24.52$,0.00$,"Reconciled"
"WS Credit Card","","21-06-2026","Thai Room Danforth","Cumulative: Eating Out","Cumulative","Eating Out","Restaurants",59.30$,0.00$,"Reconciled"
"WS Credit Card","","21-06-2026","Vm 7975","Monthly: Groceries","Monthly","Groceries","Groceries",38.25$,0.00$,"Reconciled"
"WS Credit Card","","21-06-2026","Toronto East Home Hardwar","Cumulative: Progeny","Cumulative","Progeny","hose for birth tub",25.93$,0.00$,"Reconciled"
"Reconcile account","","19-06-2026","Transfer : Tim's Pension","Savings: Retirement","Savings","Retirement","Pension transfer",336.92$,0.00$,"Uncleared"
"WS Credit Card","","19-06-2026","Amazon","Cumulative: Progeny","Cumulative","Progeny","diapers",55.99$,0.00$,"Reconciled"
"WS Credit Card","","19-06-2026","Amazon","Cumulative: Progeny","Cumulative","Progeny","diapers",50.07$,0.00$,"Reconciled"
"WS Credit Card","","19-06-2026","Value Village","Cumulative: Books & Education","Cumulative","Books & Education","graphic novels",22.60$,0.00$,"Reconciled"
"WS Credit Card","","19-06-2026","Amazon","Cumulative: Clothes","Cumulative","Clothes","socks",22.59$,0.00$,"Reconciled"
